Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Lazaros,104,229630,"Galesion, Mount: Theotokos",,,Lazaros of Galesion,524B,"Galesion, Mount: Theotokos: saw <Philippikos 101> being dragged by demons from the top of his pillar (at the monastery) of the  Theotokos",Specifies presence,,,,
Lazaros,104,229744,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,526A,"Koumaron, Mount: Hagia Marina: was persuaded by the metropolitan of Ephesos (<Theodoros 184>) to settle at  Hagia Marina",Specifies presence,,,,
Lazaros,104,229743,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,526B,"Koumaron, Mount: Hagia Marina: together with <Ignatios 107>, <Georgios 194> and 3 monks left  Hagia Marina",Specifies presence,,,,
Lazaros,104,229642,"Galesion, Mount: Saviour",,,Lazaros of Galesion,527D,"Galesion, Mount: Saviour: spent 12 years at (the monastery of) the  Saviour",Specifies presence,,,,
Lazaros,104,229663,Bessai (near Ephesos),,,Lazaros of Galesion,533F,Bessai (near Ephesos): built a monastery at Bessai (near Ephesos),Specifies presence,,,,
Lazaros,104,229699,"Galesion, Mount: Saviour",,,Lazaros of Galesion,539B,"Galesion, Mount: Saviour: sent <Stephanos 144> together with the other eunuchs to (the monastery of) the  Saviour",Does not specify presence,,,,
Lazaros,104,229735,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,554B,Ephesos: sent a monk (<Anonymus 538>) on business to Ephesos,Does not specify presence,,,,
Lazaros,104,229753,"Galesion, Mount: Theotokos",,,Lazaros of Galesion,561A,"Galesion, Mount: Theotokos: sent <Nikon 103> to serve the brothers at the  Theotokos",Does not specify presence,,,,
Lazaros,104,229758,"Galesion, Mount: Petra",,,Lazaros of Galesion,561E,"Galesion, Mount: Petra: allowed <Nikon 103> to ascend the pillar at  Petra",Does not specify presence,,,,
Lazaros,104,229776,Galesion (near Ephesos),,,Lazaros of Galesion,573D,Galesion (near Ephesos): sent <Nikolaos 188> to fetch cheese from the village of Galesion (near Ephesos),Does not specify presence,,,,
Lazaros,104,229781,Bessai (near Ephesos),,,Lazaros of Galesion,574A,Bessai (near Ephesos): founded a monastery at Bessai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229778,Bessai (near Ephesos),,,Lazaros of Galesion,574A-C,Bessai (near Ephesos): dissuaded <Stephanos 144> and <Neilos 102> from moving to Bessai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229782,Bessai (near Ephesos),,,Lazaros of Galesion,574C,Bessai (near Ephesos): intended (or was pressed?) to move to Bessai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229783,Bessai (near Ephesos),,,Lazaros of Galesion,575E,Bessai (near Ephesos): persuaded <Ignatios 107> to move to Bessai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229786,Kampsai (near Ephesos),,,Lazaros of Galesion,575E,Kampsai (near Ephesos): dissuaded <Ignatios 107> from moving to Kampsai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229815,"Galesion, Mount: Hagia Marina",,,Lazaros of Galesion,580F,"Galesion, Mount: Hagia Marina: had <Ioannikios 105> baptized at  Hagia Marina",Specifies presence,,,,
Lazaros,104,229820,Bessai (near Ephesos),,,Lazaros of Galesion,582D-E,Bessai (near Ephesos): built the church of the Theotokos at Bessai (near Ephesos),Specifies presence,,,,
Lazaros,104,229826,Bessai (near Ephesos),,,Lazaros of Galesion,584E,Bessai (near Ephesos): was granted by the emperor (<Konstantinos 9>) some land at Bessai (near Ephesos),Does not specify presence,,,,
Lazaros,104,229830,"Galesion, Mount: Resurrection",,,Lazaros of Galesion,585D,"Galesion, Mount: Resurrection: stipulated in his rule that there should be 40 monks at (the monastery of the)  Resurrection",Does not specify presence,,,,
Lazaros,104,229831,"Galesion, Mount: Saviour",,,Lazaros of Galesion,585D,"Galesion, Mount: Saviour: stipulated in his rule that there should be 12 monks at (the monastery of the)  Saviour",Does not specify presence,,,,
Lazaros,104,229832,"Galesion, Mount: Theotokos",,,Lazaros of Galesion,585D,"Galesion, Mount: Theotokos: stipulated in his rule that there should be 12 monks at (the monastery of the)  Theotokos",Does not specify presence,,,,
Lazaros,104,229835,"Galesion, Mount: Hagia Marina",,,Lazaros of Galesion,588E,"Galesion, Mount: Hagia Marina: spent 7 years at (the monastery of)  Hagia Marina",Specifies presence,,,,
Lazaros,104,229836,"Galesion, Mount",,https://www.geonames.org/308356,Lazaros of Galesion,588E,"Galesion, Mount: spent 41 years on Galesion, Mount",Specifies presence,,,,
Leon,151,225911,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Alexios Stoudites,19.11,Caesaria: was metropolitan of Caesaria,Dignity,,,,
Leon,152,225950,Rousion (Thrace),,,Alexios Stoudites,"20.18, 27.9",Rousion (Thrace): was archbishop of Rousion (Thrace),Dignity,,,,
Leon,154,225954,Athens,https://pleiades.stoa.org/places/579885,,Alexios Stoudites,"26.1, Rhalles-Potles 5.37",Athens: was metropolitan of Athens,Dignity,,,,
Leon,155,225967,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Alexios Stoudites,26.27,Larissa (Thessaly): was metropolitan of Larissa (Thessaly),Dignity,,,,
Leon,151,225955,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Alexios Stoudites,26.3,Caesaria: was archbishop of Caesaria,Dignity,,,,
Leon,156,226007,Brysis,,https://www.geonames.org/740570,Alexios Stoudites,"Rhalles-Potles 5.24, 5.32",Brysis: was archbishop of Brysis,Dignity,,,,
Leon,114,396877,Chalcedon,https://pleiades.stoa.org/places/520988,,Anna Komnene,215.59,Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Leon,61,234446,Melitene,https://pleiades.stoa.org/places/629039,,Attaleiates: History,22.10 / 18.6,Melitene: was strategos of Melitene,Dignity,,,,
Leon,61,234445,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Attaleiates: History,22.6 / 18.3,Adrianople (Thrace): came from (was a native of?) Adrianople,?,,,,This is unclear in both the source and in PBW.
Leon,61,234449,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Attaleiates: History,23.1-2 / 18.17-18,Adrianople (Thrace): left secretly Constantinople and reached very quickly Adrianople,Specifies presence,"J 1047, September 14",Source,,"""On September 14, the first indiction"""
Leon,61,234455,Raidestos (Thrace),https://pleiades.stoa.org/places/511187,,Attaleiates: History,28.12 / 22.21,Raidestos (Thrace): left Thermopolis and marched against Raidestos (Thrace),Specifies presence near,,,,
Leon,61,234454,Thermopolis (Thrace),https://pleiades.stoa.org/places/216709,,Attaleiates: History,28.9 / 22.19,Thermopolis (Thrace): lifted his siege of Constantinople and encamped at Thermopolis (Thrace),Specifies presence,,,,
Leon,61,234458,Boulgarophygon,,https://www.geonames.org/751371,Attaleiates: History,29.19 / 23.20,Boulgarophygon: after his troops' defection fled to a church at Boulgarophygon,Specifies presence,"J 1047, December 25 [TAQ]",Other,"K&K, n 57.",
Leon,148,225004,Rhodes,https://pleiades.stoa.org/places/590031,,Chrysobull of 1079,31.22,Rhodes: was metropolitan of Rhodes,Dignity,,,,
Leon,149,225007,Chonai,,https://www.geonames.org/311962,Chrysobull of 1079,31.25,Chonai: was metropolitan of Chonai,Dignity,,,,
Leon,119,376046,Boleron,,,Dionysiou,41.16,"Boleron: was krites of the velon of the hippodrome of Strymon, Thessalonike and Boleron",Dignity,,,,
Leon,119,376047,Strymon,https://pleiades.stoa.org/places/501629,,Dionysiou,41.16,"Strymon: was krites of the velon of the hippodrome of Boleron, Thessalonike and Strymon",Dignity,,,,
Leon,119,376048,Thessalonike,https://pleiades.stoa.org/places/491741,,Dionysiou,41.16,"Thessalonike: was krites of the velon of the hippodrome of Boleron, Strymon and Thessalonike",Dignity,,,,
Leon,61,227371,Iberia (theme),,,Glykas,596.6,Iberia (theme): served as governor (strategos?) of Iberia (theme),Dignity,,,,
Leon,61,227374,Arkadioupolis (Thrace),https://pleiades.stoa.org/places/511185,,Glykas,596.20,Arkadioupolis (Thrace): marched against Arkadioupolis (Thrace),Specifies presence / Specifies presence near,,,,
Leon,114,444381,Chalcedon,https://pleiades.stoa.org/places/520988,,Italos trial,"ll. 68, 153, 414",Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Leon,149,444391,Chonai,,https://www.geonames.org/311962,Italos trial,"ll. 74, 416",Chonai: was metropolitan of Chonai,Dignity,,,,
Leon,223,444390,Kamachos (Anzitene),,,Italos trial,"ll. 5, 73, 415",Kamachos (Anzitene): was metropolitan of Kamachos,Dignity,,,,
Leon,111,227961,Iberia (theme),,,Kekaumenos,86.2,Iberia (theme): went to collect taxes from Mesopotamia and Iberia (theme),Specifies presence,,,,
Leon,111,227962,Mesopotamia,https://pleiades.stoa.org/places/874602,,Kekaumenos,86.2,Mesopotamia: went to collect taxes from Iberia and Mesopotamia,Specifies presence,,,,
Leon,160,229652,Attaleia,https://pleiades.stoa.org/places/638778,,Lazaros of Galesion,531A,Attaleia: hailed from Attaleia,Specifies presence,,,,
Leon,160,229653,Attaleia: Theotokos Aigyptia,https://pleiades.stoa.org/places/638778,,Lazaros of Galesion,531B,Attaleia: Theotokos Aigyptia: was taken to be healed in the church of the  Theotokos Aigyptia,Specifies presence,,,,
Leon,160,229654,"Galesion, Mount: Saviour",,,Lazaros of Galesion,531D,"Galesion, Mount: Saviour: went (for a second time, from Attaleia) up to the monastery of the  Saviour",Specifies presence,,,,
Leon,160,229655,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,531E,Ephesos: talked to the metropolitan (<Anonymus 508>) and then left Ephesos,Specifies presence,,,,
Leon,160,229656,Attaleia,https://pleiades.stoa.org/places/638778,,Lazaros of Galesion,531E,Attaleia: left Ephesos and returned to Attaleia,Specifies presence,,,,
Leon,160,229657,"Galesion, Mount: Saviour",,,Lazaros of Galesion,531E,"Galesion, Mount: Saviour: went (for a third time, from Attaleia) to the monastery of the  Saviour",Specifies presence,,,,
Leon,108,435143,Ohrid,https://pleiades.stoa.org/places/481900,,Leo IX  ,ep. I to Keroularios (Will) 68A.7,Ohrid: was metropolitan of Ohrid,Dignity,,,,
Leon,108,434751,Bulgaria,,,Leon of Ohrid (Greek),56 tit,Bulgaria: was archbishop of Bulgaria,Dignity,,,,
Leon,226,445334,Arkadioupolis (Thrace),https://pleiades.stoa.org/places/511185,,Niketas Stethatos (Darrouzes),458,Arkadioupolis (Thrace): was bishop of Arkadioupolis,Dignity,,,,
Leon,61,248574,Iberia (theme),,,Psellos: Chronographia,VI 100. 26,Iberia (theme): was appointed governor of Iberia (theme),Dignity,,,,
Leon,61,342123,Macedonia,https://pleiades.stoa.org/places/981531,,Psellos: Chronographia,VI 103.8-9,Macedonia: hailed from Macedonia,Specifies presence,,,,
Leon,61,248572,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Psellos: Chronographia,VI 99.4-7,Adrianople (Thrace): lived in Adrianople,Specifies presence,,,,
Leon,114,417653,Chalcedon,https://pleiades.stoa.org/places/520988,,Seals,,Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Leon,154,419379,Athens,https://pleiades.stoa.org/places/579885,,Seals,,Athens: was metropolitan of Athens,Dignity,,,,
Leon,114,444942,Chalcedon,https://pleiades.stoa.org/places/520988,,Semeioma on Leon of Chalcedon,114.4,Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Leon,116,224853,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Dignity,,,,
Leon,116,224854,"Boleron, Strymon and Thessalonike",,,Synod of 1072,57.32,Bizye: was archbishop of Bizye,Dignity,,,,
Leon,146,224833,Constantinople: Hagios Alexios,,,Synod of 1072,57.1-2,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Leon,146,224834,Mokissos (Cappadocia),https://pleiades.stoa.org/places/619174,,Synod of 1072,57.21,Mokissos (Cappadocia): was metropolitan of Mokissos (Cappadocia),Dignity,,,,
Leon,147,224843,Kotyaion (Phrygia),https://pleiades.stoa.org/places/609444,,Synod of 1072,57.26,Kotyaion (Phrygia): was metropolitan of Kotyaion (Phrygia),Dignity,,,,
Leon,147,224844,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Leon,114,225207,Chalcedon,https://pleiades.stoa.org/places/520988,,Synod of 1094,216,Chalcedon: served as metropolitan of Chalcedon,Dignity,,,,
Leon,116,225305,"Boleron, Strymon and Thessalonike",,,Synod of 1094,219,Bizye: was metropolitan of Bizye,Dignity,,,,
Leon,154,434754,Athens,https://pleiades.stoa.org/places/579885,,Synodal edict (1054),168.12,Athens: was metropolitan of Athens,Dignity,,,,
Leon,61,246972,Iberia (theme),,,Zonaras,17.23.10,Iberia (theme): was appointed governor of Iberia,Dignity,,,,
Leon,61,246973,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Zonaras,17.23.13,Adrianople (Thrace): was brought to Adrianople,Specifies presence,,,,
Leon,61,,,,,Zonaras,17.23.19,Constantinople: Blachernai: came near the circuit-wall of the city at Blachernai,Specifies presence near,,,,
Leon,61,246971,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Zonaras,17.23.3,Adrianople (Thrace): lived in Adrianople,Specifies presence,,,,
Leon,61,246975,Thrace,,,Zonaras,17.23.34,Thrace: expected to win the forts of Thrace,Specifies presence near,,,,
Leontios,108,229613,Hypselon (near Ephesos),,,Lazaros of Galesion,519E,Hypselon (near Ephesos): founded a monastery on Mount Hypselon (near Ephesos),Specifies presence,,,,
Leontios,103,395353,Athos: Aristoboulou,https://pleiades.stoa.org/places/501365,,Panteleemon,55.9,Athos: Aristoboulou: was hegoumenos of the monastery of  Aristoboulou,Dignity,,,,
Leontios,105,224849,Dristra,https://pleiades.stoa.org/places/216800,,Synod of 1072,57.29,Dristra: was metropolitan of Dristra,Dignity,,,,
Leontios,105,224850,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Liparites,101,234471,Iberia (theme),,,Attaleiates: History,45.3 / 34.12,Iberia (theme): led the troops gathered at the borders of Iberia (theme),Specifies presence,,,,
Loukas,105,229676,Boulgarin (near Galesion),,,Lazaros of Galesion,537C,Boulgarin (near Galesion): carried the drunken <Kornelios 102> to the village of Boulgarin (near Galesion),Specifies presence,,,,
Loukas,105,229677,Barbatziana (near Galesion),,,Lazaros of Galesion,537C,Barbatziana (near Galesion): led the pack animal of the drunken <Kornelios 102> to Barbatziana (near Galesion),Specifies presence,,,,
Loukas,101,225348,Hagios Phokas (on Bosporos),,,Synod of 1094,220,Hagios Phokas (on Bosporos): was hegoumenos of the monastery of Hagios Phokas (on Bosporos),Dignity,,,,
Loukianos,102,229639,Kepion (near Ephesos),,,Lazaros of Galesion,526F,Kepion (near Ephesos): dwelt in the village of Kepion (near Ephesos),Specifies presence,,,,
Lykanthes,101,247008,Pisidia,https://pleiades.stoa.org/places/639060,,Zonaras,18.2.11,Pisidia: was commander of Pisidia,Dignity,,,,
Lykanthes,101,247009,Lykaonia,https://pleiades.stoa.org/places/1001911,,Zonaras,18.2.11,Lykaonia: was commander of Lykaonia,Dignity,,,,
Lytoboes,101,227976,Devol,,https://www.geonames.org/791497,Kekaumenos,110.23,Devol: hailed from Devol,Does not specify presence,,,,
Lytoboes,101,227977,Demetrias,https://pleiades.stoa.org/places/540730,,Kekaumenos,110.21,Demetrias: was sent by Delianos (<Petros 102>) to occupy Demetrias,Specifies presence / Specifies presence near,,,,
Lytoboes,101,227978,Demetrias,https://pleiades.stoa.org/places/540730,,Kekaumenos,110.27,Demetrias: rebuilt the crumbling walls and fortified the kastron of Demetrias,Specifies presence,,,,
Mahmud,101,234877,Katma (Syria),,https://www.geonames.org/165923,Attaleiates: History,117.20 / 89.8,Katma (Syria): owned the village of Katma (Syria),Does not specify presence,,,,
Mahmud,102,234469,Persia,,,Attaleiates: History,44.5 / 33.21,Persia: was the reigning ruler of Persia,Dignity,,,,
Mahmud,101,,,,,Zonaras,18.11.20,Aleppo: was commander of Aleppo,Dignity,,,,
Mahmud,102,246978,Isfahan,https://pleiades.stoa.org/places/902990,,Zonaras,17.25.11,Isfahan: clashed with Turks and was killed near Isfahan,Specifies presence near,,,,
Mansur,5000,234820,Nicaea,https://pleiades.stoa.org/places/511268,,Attaleiates: History,266.19 / 191.14,Nicaea: went to see <Nikephoros 3> Botaneiates at Nicaea,Specifies presence,,,,
Mansur,5000,234841,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Attaleiates: History,276.21 / 198.22,Chrysopolis (Bithynia): encamped with his troops at Chrysopolis (Bithynia),Specifies presence,,,,"Although Attaleiates does not mention this person by name here, this is an interpolation by PBW."
Manuel,62,431981,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,XII.7,Jerusalem: spent Easter with full ceremonial at Jerusalem,Specifies presence,"J 1111, April 7",,,"Editor, p. 834, n. 12."
Manuel,62,433710,Kios (Bithynia),https://pleiades.stoa.org/places/511385,,Anna Komnene,190.95,Kios (Bithynia): attacked the fleet of <Abul-Kasim 15001> at Kios,Specifies presence,,,,
Manuel,62,373097,Holy Cross (Cyprus),,,Anna Komnene,263.74,Holy Cross (Cyprus): pursued Rapsomates (<Anonymus 418>) to Holy Cross (Cyprus),Does not specify presence,,,,"In this line Manuel's is not present in the Holy Cross, but he reached there in the two following lines (75 and 76)"
