Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Iakobos,20103,417557,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was archbishop of Thessalonike,Dignity,,,
Iakobos,20104,417626,Caesarea (Bithynia),https://pleiades.stoa.org/places/511267,,Seals,,Kaisareia: was bishop of Kaisareia,Dignity,,,
Ignatios,20101,416980,Alania,,,Seals,,Alania: was metropolitan of  Alania,Dignity,,,
Ignatios,20105,418390,Batheia (Asia),,,Seals,,Bathia: was bishop of Bathia,Dignity,,,
Thoros,101,418918,Melitene,https://pleiades.stoa.org/places/629039,,Seals,,Melitene: was doux of Melitene,Dignity,,,
Thoros,101,418919,Melitene,https://pleiades.stoa.org/places/629039,,Seals,,Melitene: was doux of Melitene,Dignity,,,
Ioannes,20101,416981,Alexandria,https://pleiades.stoa.org/places/727070,,Seals,,Alexandria: was patriarch of  Alexandria,Dignity,,,
Ioannes,20102,416983,Anazarbos,https://pleiades.stoa.org/places/658378,,Seals,,Anazarbos: was strategos of  Anazarbos,Dignity,,,
Ioannes,20103,416987,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was kommerkiarios of Antioch,Dignity,,,
Ioannes,20105,416999,Cilicia,https://pleiades.stoa.org/places/981514,,Seals,,Cilicia: was dioiketes of Cilicia,Dignity,,,
Ioannes,20106,417018,Derxene,https://pleiades.stoa.org/places/874451,,Seals,, Derxene: was krites of  Derxene,Dignity,,,
Ioannes,20106,417016,Chaldia,https://pleiades.stoa.org/places/857082,,Seals,,Chaldia: was krites of Chaldia,Dignity,,,
Ioannes,20106,417017,Chaldia and Derxene,,,Seals,,Chaldia and Derxene: was krites of Chaldia and Derxene,Dignity,,,
Ioannes,20107,417019,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,Seals,,Laodikeia (Syria): was strategos of Laodikeia (Syria),Dignity,,,
Ioannes,20125,417073,West,,,Seals,,West: was chartoularios of the dromos of the West,Dignity,,,
Ioannes,20126,417083,West,,,Seals,,West: was domestikos of the exkoubitoi of the West,Dignity,,,
Ioannes,20128,417134,Kastoria (Macedonia),,https://www.geonames.org/735927,Seals,,Kastoria: was strategos of Kastoria,Dignity,,,
Ioannes,20129,417141,Bulgaria,,,Seals,,Bulgaria: was praitor of Bulgaria,Dignity,,,
Ioannes,20132,417159,Belikeia,,,Seals,,Belikeia: was bishop of Belikeia,Dignity,,,
Ioannes,20134,417181,Thrace and Macedonia,,,Seals,,Thrace and Macedonia: was krites of the velon of Thrace and Macedonia,Dignity,,,
Ioannes,20134,417179,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of the velon of Macedonia,Dignity,,,
Ioannes,20134,417180,Thrace,,,Seals,,Thrace: was krites of the velon of Thrace,Dignity,,,
Ioannes,20134,419184,Drougoubiteia,,,Seals,,Drougoubiteia Drougoubiteia,Does not specify presence,,,
Ioannes,20135,417182,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of the hippodrome of Macedonia,Dignity,,,
Ioannes,20136,417208,Ainos,https://pleiades.stoa.org/places/501337,,Seals,,Ainos: was metropolitan of Ainos,Dignity,,,
Ioannes,20137,417630,Ainos,https://pleiades.stoa.org/places/501337,,Seals,,Ainos: was metropolitan of Ainos,Dignity,,,
Ioannes,20137,417209,Ainos,https://pleiades.stoa.org/places/501337,,Seals,,Ainos: was metropolitan of Ainos,Dignity,,,
Ioannes,20139,417218,Hexamilion,,,Seals,,Hexamilion: was bishop of Hexamilion,Dignity,,,
Ioannes,20140,417226,Panion (Thrace),,,Seals,,Panion/Panidos: was bishop of Panion/Panidos,Dignity,,,
Ioannes,20142,417242,Dristra,https://pleiades.stoa.org/places/216800,,Seals,,Dristra: was kommerkiarios of Dristra,Dignity,,,
Ioannes,20143,417251,Thrace,,,Seals,,Thrace: was chartoularios of Thrace,Dignity,,,
Ioannes,20144,417252,Thrace,,,Seals,,Thrace: was chartoularios of the genikon logothesion of the archive of Thrace,Dignity,,,
Ioannes,20145,417270,Presthlavitza,,https://www.geonames.org/672128,Seals,,Presthlavitza: was kommerkiarios of Presthlavitza,Dignity,,,
Ioannes,20146,417279,Novgorod,,https://www.geonames.org/519336,Seals,,Novgorod: was bishop of Novgorod,Dignity,,,
Ioannes,20147,417282,Russia,,,Seals,,Russia: was metropolitan of Russia,Dignity,,,
Ioannes,20158,417366,Opsikion,,,Seals,,Opsikion: was krites of the hippodrome and of the velon of Opsikion,Dignity,,,
Ioannes,20159,417302,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was doux of Antioch,Dignity,,,
Ioannes,20160,417305,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was praitor of Antioch,Dignity,,,
Ioannes,20161,417316,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was ek prosopou of Hellas,Dignity,,,
Ioannes,20162,417321,Mesembria (Bulgaria),https://pleiades.stoa.org/places/216882,,Seals,,Mesembria: was ek prosopou of Mesembria,Dignity,,,
Ioannes,20166,417337,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,
Ioannes,20166,417335,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,
Ioannes,20166,418973,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,
Ioannes,20168,417344,Jerusalem,https://pleiades.stoa.org/places/687928,,Seals,,Jerusalem: was patriarch of Jerusalem,Dignity,,,
Ioannes,20181,417370,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was kourator of Antioch,Dignity,,,
Ioannes,20189,417396,Mitylene,https://pleiades.stoa.org/places/550763,,Seals,,Mitylene: was anagrapheus of Mitylene,Dignity,,,
Ioannes,20190,417401,Thrakesion,,,Seals,,Thrakesion: was anagrapheus of Thrakesion,Dignity,,,
Ioannes,20191,417407,Thrakesion,,,Seals,,Thrakesion: was krites of Thrakesion,Dignity,,,
Ioannes,20193,417411,Constantinople: Hagios Theodoros en tois Sphorakiou,,,Seals,,Constantinople: St Theodoros en tois Sforakiou: referred on his seal to  St Theodoros en tois Sforakiou,Does not specify presence,,,
Ioannes,20193,419192,Constantinople: Hagios Theodoros en tois Sphorakiou,,,Seals,,Constantinople: St Theodoros en tois Sforakiou: referred on his seal to  St Theodoros en tois Sforakiou,Does not specify presence,,,
Ioannes,20193,419191,Constantinople: Hagios Theodoros en tois Sphorakiou,,,Seals,,Constantinople: St Theodoros en tois Sforakiou: referred on his seal to  St Theodoros en tois Sforakiou,Does not specify presence,,,
Ioannes,20193,419190,Constantinople: Hagios Theodoros en tois Sphorakiou,,,Seals,,Constantinople: St Theodoros en tois Sforakiou: referred on his seal to  St Theodoros en tois Sforakiou,Does not specify presence,,,
Ioannes,20202,417431,Miletos,https://pleiades.stoa.org/places/599799,,Seals,,Miletos: was archbishop of Miletos,Dignity,,,
Ioannes,20207,417462,Boleron,,,Seals,,Boleron: was anagrapheus of Boleron,Dignity,,,
Ioannes,20207,417460,Strymon,https://pleiades.stoa.org/places/501629,,Seals,,Strymon: was anagrapheus of Strymon,Dignity,,,
Ioannes,20207,417459,"Boleron, Strymon and Thessalonike",,,Seals,,"Boleron, Strymon and Thessalonike: was anagrapheus of Boleron, Strymon and Thessalonike",Dignity,,,
Ioannes,20207,417461,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was anagrapheus of Thessalonike,Dignity,,,
Ioannes,20208,417463,Samosata (on Euphrates),,,Seals,,Samosata: was metropolitan of Samosata,Dignity,,,
Ioannes,20211,417464,West,,,Seals,,West: was chartoularios of the dromos of the West,Dignity,,,
Ioannes,20212,417465,Charsianon,,,Seals,,Charsianon: was krites of Charsianon,Dignity,,,
Ioannes,20215,417506,Kastoria (Macedonia),,https://www.geonames.org/735927,Seals,,Kastoria: was bishop of Kastoria,Dignity,,,
Ioannes,20216,417508,Opsikion,,,Seals,,Opsikion: was krites of the hippodrome and the velon of Opsikion,Dignity,,,
Ioannes,20218,417509,Aegean Sea,https://pleiades.stoa.org/places/560221,https://www.geonames.org/265695,Seals,,Aegean Sea: was krites of the velon of Aegean Sea,Dignity,,,
Ioannes,20221,417510,Bulgaria,,,Seals,,Bulgaria: was pronoetes of Bulgaria,Dignity,,,
Ioannes,20223,417511,Opsikion,,,Seals,,Opsikion: was krites of the hippodrome of Opsikion,Dignity,,,
Ioannes,20226,417512,Paphlagonia,,,Seals,,Paphlagonia: was praitor of Paphlagonia,Dignity,,,
Ioannes,20227,417513,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was paradotes of the episkepseis of  Hagia Sophia,Dignity,,,
Ioannes,20228,417554,Boukellarion,,,Seals,,Boukellarion: was anagrapheus of Boukellarion,Dignity,,,
Ioannes,20233,417605,Armenian themes,,,Seals,,Armenian themes: was krites of the Armenian themes,Dignity,,,
Ioannes,20234,417609,Armenian themes,,,Seals,,Armenian themes: was krites of the velon of the Armenian themes,Dignity,,,
Ioannes,20236,417618,Armenian themes,,,Seals,,Armenian themes: was protonotarios of the Armenian themes,Dignity,,,
Ioannes,20242,417628,Caesarea (Bithynia),https://pleiades.stoa.org/places/511267,,Seals,,Kaisareia: was bishop of Kaisareia,Dignity,,,
Ioannes,20243,417629,Sozopolis (Pisidia),https://pleiades.stoa.org/places/638758,,Seals,,Sozopolis: was bishop of Sozopolis,Dignity,,,
Ioannes,20243,419427,Sozopolis (Pisidia),https://pleiades.stoa.org/places/638758,,Seals,,Sozopolis: was bishop of Sozopolis,Dignity,,,
Ioannes,20246,417631,Ainos,https://pleiades.stoa.org/places/501337,,Seals,,Ainos: was metropolitan of Ainos,Dignity,,,
Ioannes,20247,417632,Gangra,https://pleiades.stoa.org/places/844926,,Seals,,Gangra(i): was metropolitan of Gangra(i),Dignity,,,
Ioannes,20248,417634,Bera: Kosmosoteira,,,Seals,,Bera: Kosmosoteira monastery: was a monk of  Kosmosoteira monastery,Does not specify presence,,,
Ioannes,20252,417635,Euchaneia,,,Seals,,Euchaneia: was metropolitan of Euchaneia,Dignity,,,
Ioannes,20259,417639,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was kourator of Antioch,Dignity,,,
Ioannes,20262,417640,Paradounabon,,,Seals,,Paradounabon: was tourmarches of Paradounabon,Dignity,,,
Ioannes,20263,417641,Armeniakon,,,Seals,,Armeniakon: was krites of the velon of Armeniakon,Dignity,,,
Ioannes,20337,417777,Choirobakchoi,,,Seals,,Choirobachoi: was episkeptites of Choirobachoi,Dignity,,,
Ioannes,20338,417778,Derxene,https://pleiades.stoa.org/places/874451,,Seals,,Derxene: was episkeptites of Derxene,Dignity,,,
Ioannes,20339,417798,Kerkyra,https://pleiades.stoa.org/places/530835,,Seals,,Kerkyra: was metropolitan of Kerkyra,Dignity,,,
Ioannes,20340,417801,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was anagrapheus of Hellas,Dignity,,,
Ioannes,20341,417826,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was krites of Hellas,Dignity,,,
Ioannes,20342,417844,Peloponnesos,,,Seals,,Peloponnesos: was protonotarios of Peloponnesos,Dignity,,,
Ioannes,20342,417845,Peloponnesos and Hellas,,,Seals,,Peloponnesos and Hellas: was protonotarios of Peloponnesos and Hellas,Dignity,,,
Ioannes,20342,417843,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was protonotarios of Hellas,Dignity,,,
Ioannes,20343,417846,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was strategos of Hellas,Dignity,,,
Ioannes,20345,417871,Peloponnesos,,,Seals,,Peloponnesos: was strategos of Peloponnesos,Dignity,,,
Ioannes,20346,417878,Argos,https://pleiades.stoa.org/places/570106,,Seals,,Argos: was bishop of Argos,Dignity,,,
Ioannes,20347,417898,Patras,https://pleiades.stoa.org/places/570567,,Seals,,Patras: was metropolitan of Patras,Dignity,,,
Ioannes,20349,417910,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,,Cyprus: was imperial kourator of Cyprus,Dignity,,,
Ioannes,20351,417937,Kyklades,https://pleiades.stoa.org/places/560353,,Seals,,Kyklades Islands: was krites of Kyklades Islands,Dignity,,,
Ioannes,20351,419076,Macedonia and Thrace,,,Seals,,Macedonia and Thrace: was krites of Macedonia and Thrace,Dignity,,,
Ioannes,20351,419078,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Ioannes,20351,419077,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of Macedonia,Dignity,,,
Ioannes,20352,417958,Mitylene,https://pleiades.stoa.org/places/550763,,Seals,,Mitylene: was metropolitan of Mitylene,Dignity,,,
Ioannes,20353,417977,Kibyrraioton,,,Seals,,Kibyrraioton: was kritesof the velon of Kibyrraioton,Dignity,,,
Ioannes,20354,417982,Kibyrraioton,,,Seals,,Kibyrraioton: was protonotarios of Kibyrraioton,Dignity,,,
Ioannes,20355,417990,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,, Cyprus: was kommerkiarios of  Cyprus,Dignity,,,
Ioannes,20355,417989,Attaleia and Cyprus,,,Seals,,Attaleia and Cyprus: was kommerkiarios of Attaleia and Cyprus,Dignity,,,
Ioannes,20355,417988,Attaleia,https://pleiades.stoa.org/places/638778,,Seals,,Attaleia: was kommerkiarios of Attaleia,Dignity,,,
Ioannes,20356,417994,Caria (Aphrodisias),https://pleiades.stoa.org/places/638753,,Seals,,Caria: was metropolitan of Caria,Dignity,,,
Ioannes,20357,417996,Mylasa,https://pleiades.stoa.org/places/599809,,Seals,,Mylasa: was bishop of Mylasa,Dignity,,,
Ioannes,20360,418008,Strobilos (Caria),https://pleiades.stoa.org/places/599965,,Seals,,Strobilos: was tourmarches of Strobilos,Dignity,,,
Ioannes,20377,418319,Paphlagonia,,,Seals,,Paphlagonia: was krites of Paphlagonia,Dignity,,,
Ioannes,20378,418014,Kyklades,https://pleiades.stoa.org/places/560353,,Seals,,Kyklades Islands: was krites of the hippodrome of Kyklades Islands,Dignity,,,
Ioannes,20411,418997,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was kourator of the  Mangana,Dignity,,,
Ioannes,20421,418031,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was krites of Seleukeia,Dignity,,,
Ioannes,20421,418032,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,Seals,,Tarsos: was kourator of of Tarsos,Dignity,,,
Ioannes,20422,418035,Opsikion,,,Seals,,Opsikion: was krites of the hippodrome of Opsikion,Dignity,,,
Ioannes,20422,418036,Anatolikon,,,Seals,,Anatolikon: was krites of the hippodrome of Anatolikon,Dignity,,,
Ioannes,20424,418048,Thrakesion,,,Seals,,Thrakesion: was krites of the velon of Thrakesion,Dignity,,,
Ioannes,20425,418063,Thrakesion,,,Seals,,Thrakesion: was protokentarchos of the krites of Thrakesion,Dignity,,,
Ioannes,20426,418067,Adramyttion,https://pleiades.stoa.org/places/550403,,Seals,,Adramyttion: was bishop of Adramyttion,Dignity,,,
Ioannes,20427,418080,Hyrkanis,https://pleiades.stoa.org/places/550588,,Seals,,Hyrkanis: was bishop of Hyrkanis,Dignity,,,
Ioannes,20428,418082,Kaloe,,https://www.geonames.org/308261,Seals,,Kaloe: was bishop of Kaloe,Dignity,,,
Ioannes,20429,418085,Limne,,,Seals,,Limne: was archbishop of Limne,Dignity,,,
Ioannes,20430,418089,Priene,https://pleiades.stoa.org/places/599905,,Seals,,Priene: was bishop of Priene,Dignity,,,
Ioannes,20432,418096,Sardis (Lydia),https://pleiades.stoa.org/places/550867,,Seals,,Sardis: was metropolitan of Sardis,Dignity,,,
Ioannes,20432,418094,Sardis (Lydia),https://pleiades.stoa.org/places/550867,,Seals,,Sardis: was metropolitan of Sardis,Dignity,,,
Ioannes,20433,418101,Smyrna,https://pleiades.stoa.org/places/550893,,Seals,,Smyrna: was metropolitan of Smyrna,Dignity,,,
Ioannes,20434,418108,Opsikion,,,Seals,,Opsikion: was ek prosopou of Opsikion,Dignity,,,
Ioannes,20435,418117,Opsikion,,,Seals,,Opsikion: was krites of Opsikion,Dignity,,,
Ioannes,20436,418118,Opsikion,,,Seals,,Opsikion: was krites of Opsikion,Dignity,,,
Ioannes,20436,418436,Lykandos (eastern Anatolia),https://pleiades.stoa.org/places/629028,,Seals,,Lykandos: was krites of Lykandos,Dignity,,,
Ioannes,20437,418129,Abydos,https://pleiades.stoa.org/places/501325,,Seals,,Abydos: was kommerkiarios of Abydos,Dignity,,,
Ioannes,20438,418132,Abydos,https://pleiades.stoa.org/places/501325,,Seals,,Abydos: was metropolitan of Abydos,Dignity,,,
Ioannes,20439,418160,Panormos,,https://www.geonames.org/751077,Seals,,Panormos: was horreiarios of Panormos,Dignity,,,
Ioannes,20440,418161,Panormos,,https://www.geonames.org/751077,Seals,,Panormos: was horreiarios of Panormos,Dignity,,,
Ioannes,20441,418173,Taeion,,,Seals,,Taeion: was bishop of Taeion,Dignity,,,
Ioannes,20442,418186,Optimaton,,,Seals,,Optimaton: was krites of Optimaton,Dignity,,,
Ioannes,20442,418320,Paphlagonia,,,Seals,,Paphlagonia: was krites of Paphlagonia,Dignity,,,
Ioannes,20442,418321,Paphlagonia,,,Seals,,Paphlagonia: was krites of Paphlagonia,Dignity,,,
Ioannes,20443,418192,Hieron,,,Seals,,Hieron: was kommerkiarios of Hieron,Dignity,,,
Ioannes,20443,418194,Hieron and Pontos,,,Seals,,Hieron and Pontos: was kommerkiarios of Hieron and Pontos,Dignity,,,
Ioannes,20443,418193,Pontos,https://pleiades.stoa.org/places/344460,,Seals,,Pontos: was kommerkiarios of Pontos,Dignity,,,
Ioannes,20444,418195,Euxeinos Pontos,,,Seals,,Euxeinos Pontos: was strategos of Euxeinos Pontos,Dignity,,,
Ioannes,20444,418916,Theodosioupolis (Erzerum),https://pleiades.stoa.org/places/874373,,Seals,,Theodosioupolis (Erzerum): was strategos of Theodosioupolis (Erzerum),Dignity,,,
Ioannes,20445,418200,Chalcedon,https://pleiades.stoa.org/places/520988,,Seals,,Chalcedon: was metropolitan of Chalcedon,Dignity,,,
Ioannes,20446,418216,Opsikion and Anatolikon,,,Seals,,Opsikion and Anatolikon: was domestikos of Opsikion and Anatolikon,Dignity,,,
Ioannes,20446,418215,Opsikion,,,Seals,,Opsikion: was domestikos of Opsikion,Dignity,,,
Ioannes,20446,418214,Anatolikon,,,Seals,,Anatolikon: was domestikos of Anatolikon,Dignity,,,
Ioannes,20447,418218,Anatolikon,,,Seals,,Anatolikon: was ek prosopou of Anatolikon,Dignity,,,
Ioannes,20448,418231,Anatolikon,,,Seals,,Anatolikon: was protonotarios of Anatolikon,Dignity,,,
Ioannes,20460,417115,Boleron,,,Seals,,Boleron: was krites of Boleron,Dignity,,,
Ioannes,20460,417116,"Boleron, Strymon and Thessalonike",,,Seals,,"Boleron, Strymon and Thessalonike: was krites of Boleron, Strymon and Thessalonike",Dignity,,,
Ioannes,20460,417113,Strymon,https://pleiades.stoa.org/places/501629,,Seals,,Strymon: was krites of Strymon,Dignity,,,
Ioannes,20460,417114,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was krites of Thessalonike,Dignity,,,
Ioannes,20460,418576,Boleron,,,Seals,,Boleron: was krites of Boleron,Dignity,,,
Ioannes,20460,418575,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was krites of Thessalonike,Dignity,,,
Ioannes,20460,418574,Strymon,https://pleiades.stoa.org/places/501629,,Seals,,Strymon: was krites of Strymon,Dignity,,,
Ioannes,20460,418577,"Boleron, Strymon and Thessalonike",,,Seals,,"Boleron, Strymon and Thessalonike: was krites of Boleron, Strymon and Thessalonike",Dignity,,,
Ioannes,20467,418326,Paphlagonia,,,Seals,,Paphlagonia: was protonotarios of Paphlagonia,Dignity,,,
Ioannes,20468,418328,Amastris,https://pleiades.stoa.org/places/599489,,Seals,,Amastris: was metropolitan of Amastris,Dignity,,,
